id,description,name,host_id
27751174,"The space The comfort of a home with the standards of a hotel in a recently renovated 18th century building. This 32 SqM room features a queen-sized bed with 4 pillows (feather and microfiber) and very soft linen, a great shower with liquid soap, shampoo and conditioner, separate toilet, a coffee / tea maker, a 40” TV with free movies & series and free Wif. We are located close to the city center, main shopping streets and restaurants perfect for couples and business travelers","House of Edward - 5 star room, great location!",209082761
27751295,"The space This spacious studio of 38 SqM with its private patio features a comfortable king-sized bed with the softest linen, a round dining table, fully equipped kitchenette with coffee/tea maker, 40” TV with free movies, free Wifi and a private bathroom with walk-in shower. The private patio is equipped with 2 sunbeds and a table with 2 chairs to enjoy a sense of peacefulness in the middle of the city. Close to the city center, main shopping and restaurants.",House of Edward - Studio with private patio,209082761
27751310,"The space My place is close to the center of the city, Friday Market, shopping streets, art and culture, restaurants and dining, great views. You’ll love my place because of my hospitality, your private terrace & kitchen, room setup, the ambiance, the light, the neighborhood, the people, the outdoors space. My place is good for couples, solo adventurers, and business travelers.",House of Edward - Well designed modern studio,209082761
27830149,"Our bright house with small tropical garden is within walking distance of both the city centre and the bus and train station. Kitchen and bathroom are fully equipped. The toys of our two year old lying around in the spacious living room, make it the perfect place for couples with small children, ready to explore Ghent and beyond!  ---see below for parking options---",Spacious private room in a family-friendly home,23057451
27894287,"De loft bestaat uit één grote ruimte van 100m2. Met een dubbele slaapkamer met groot ligbad , twee lavabo's en een douche.  Gratis toiletartikelen zijn voorzien. Een ingerichte keuken met oven, microgolf, vaatwasmachine, koffiemachine,...  Er is een extra kwaliteitsvolle slaapbank.  Het appartememt bevindt zich op 500 m van de voetgangerszone (Binnenstad Gent is verkeersvrij). Net nog bereikbaar met de wagen.  Parkeren kan op Parking Ramen.",JOSIE LOFT GENT,35788202
27915686,"We welcome you in our beautiful house in a quiet neighbourhood on walking distance from Ghent city centre. The room is equipped with a large double bed and all basic amenities. If they weather is good you can relax on the terrace next to the room. You share the bathroom with another guest room. You can park in front of the house for free. Two brand-new bikes are available for getting into the city easily! We also offer romantic balloon rides above the historical city centre.  Guest access The spacious bathroom, with shower and bath, is at your disposal. In the kitchen you'll find everything you need to prepare breakfast, lunch or dinner. If it's sunny you can even enjoy your meals in the garden.  Other things to note There is a tourist tax in Ghent of €2,83 per person per night, which is not included in the price",Room with cosy terrace close to city centre,52994548
27919390,"We welcome you in our beautiful house in quiet neighbourhood on walking distance from Ghent city centre. We offer two bedrooms (two couples or couple + two children) and share our bathroom and kitchen area with you as well as our super cosy terrace. There is a washing machine available. You can park in front of the house for free. Breakfast is available on demand. We also offer romantic balloon rides above the historical centre of Ghent for up to 4 persons!  Guest access The spacious bathroom, with shower and bath, is at your disposal. In the kitchen you'll find everything you need to prepare breakfast, lunch or dinner. If it's sunny you can even enjoy your meals in the garden.  Other things to note There is a tourist tax in Ghent of €2,83 per person (18+) per night, which is not included in the price",Family stay in charming house close to city centre,52994548
27975454,"Welcome to my house! It is located within 3km of the city centre.   The entire house is at your disposal. There is a terras and a garden to the South to have a BBQ or to chill out. In front of the house there's a nice little forest to escape in after your day.   There's an open kitchen to the living room and the bathroom is located next to the kitchen.  If you come to Ghent by car, you have free parking space here next to the house, which is trustable and safe. Much more than in the city centre.  The space The stairs take you to two rooms. In each of those there is another stair to reach the other two (children) rooms. All the beds are adult size now. Up to 6 people can sleep here. There are 4 single matrasses and one duo matress.  You can play your master piece on the piano, revive your childhood on the garden swing or challenge your partner on the playstation.   All the (girl) toys and board games are at you","Charming house, garden next to park + 2 bikes",1107302
28217432,"The cozy apartment is located in the city center (less than 500m from Sint-Baafskathedraal, 600m from the train station, 100m From the canals). Room 1 with a queen-size double bed, room 2 with double bed, private kitchen and private bathroom. Quiet neighborhood.   Pillows, comforters, towels, shower gel, coffee, and tea, are provided.  A baby cot can be provided (+ € 5 /day)  It’s open in Oct 2018. Please see our previous reviews ( >200 good reviews) Thank you  The space You have your own apartment. From the third guest on, we use single mattress. Our street is next to Reep, Gent center, top location, 5 mins to the cathedral, 7 mins to the rail station Gent Dampoort on foot. Ps. From 20th Oct  on, we additionally provide a ventilator in the shower room for our guests :).  It turns on automatically with a sensor (60% of moisture) If 2-3 people, only one room will be open (e.g. only one bedding). From 4 people on, room 1 and r",Chez Anna,23634443
28357768,"Favorite features - 10 min from City Center - ultimate privacy - quality bikes for free - private ensuite bathroom and toilet - free parking - fridge and little oven   We love vintage furniture, plants, and old music. That's exactly what you will find in this room with a tropical garden view. Discover our 60's record player, browse through our three-generation record collection, and lead yourself back into the good old days. The historic city is within a stone's throw. (tram, bikes, uber)  The space The room elegantly designed with vintage furniture and lots of beautiful plants. It’s almost like an elegant time machine! To bring even more the feeling of past times; put on one of the antique records that were collected by our mothers and grandmothers many years ago!  The shower and the mattress are the only new things in the room! Enjoy a refreshing shower after a good night's rest!   Your room is located on the gro","Vintage Oasis, couple getaway with bikes & parking",54858845
28365618,"The house is located at 3 minutes walking of the Cathedral. you can find a lot of public transport just around the corner and supermarkets, restaurants and all kind of shops are more then nearby. La maison est situer a 3 minutes de la cathédrale. Assez de choix de transport public a 1 minutes, les supermarchés et restaurants, shops sont a coté. Het huis ligt op 3 m wandelen van de Kathedraal. Grote keuze aan publiek transport op 1 minuut. Welkom - Bienvenue - Welcome  The space Cosy old house with good comfort,  very clean.  Guest access The kitchen, rooms and the bathroom is yours, and only yours. I live downstairs in a studio. 4 people is top, 5 is good (5th person sleeps on a coach).",Eclats de Gand,35204778
28424935,"Self-catered studio on 3th floor with extra mezzanine. Ideal for 1 person or couple.  Erasmus or PHD student.  Sleeping on mezzanine.  With private kitchen and bathroom (shower, toilet, lavabo).  Fully furnished and equipped kitchen.  The space This is a new self-catered  studio in the center of Ghent. Totally independent. Windows in the front and the back.  Fully equipped kitchen with fridge, oven and hob.  The bathroom is equipped with lavabo, toilet and shower.  The desk makes it possible to do office / study work. There is a double bed  on the mezzanine. Ideal for a touristic, educational or business stay for short or lang term.  Please feel free to contact us if you have any questions  Guest access The studio is on the 3th floor.  There is a bike storage room on the ground floor. There ar 6 studio's in the building. Two on each floor.  Other things to note At the start of the ",Duplex Studio E,1328011
28600150,"Right in the city centre, next to shops, nice places to go out and everything the city got to offer you will find everything you need: a comfortable bed, sheets, free coffee, soap and shampoo and of course a charming host ;). Feel free to use the kitchen in the common parts of the house.",Huge place in the city centre,109991056
28634936, ,Feels like home and it’s flexible,216084578
28909657,"- Bright and modern apartment located in a prime location in Ghent. - Right in the middle of the historic center of Ghent - Recently renovated using quality materials - It has everything you need to come home to and relax after a long day of walking around  The space We have two bedrooms, each with a small terrace. Enjoy late mornings in the king size bed (180x200cm), or snuggle up under the fluffy covers on the sleeping couch in the cosy second bedroom.   Planning on sending out some emails before exploring the city? Use the desk in the second bedroom!   The kitchen, living room and dining area are one space and allow you to have breakfast, lunch or dinner with a stunning view of the city. All kitchen equipment is available to whip up a meal.   The bathroom with walk-in shower adjoins the master bedroom and the toilet is separate. A small elevator will take you to the apartment, please note however that there are ",★Bright & Modern app with view in historic center★,217913633
29173143,"Our little charming house is situated near the city centre of Ghent.  The space Ground floor: Entrance hall, bathroom with toilet/shower/bath, bedroom with double bed and television.  First floor: kitchen (nespresso machine, oven, microwave oven, dishwasher,...), living room with big television (access to netflix) and a terrace.   Second floor: big bedroom with double bed. The room has no door because it’s in the attic.  Guest access Guests have access to the entire house with terrace",Charming house in a quiet area close to the centre,38483395
29330456,"Near the main train station in Ghent (Gent Sint-Pieters). There's a tram and bus stop in front of the house. This duplex flat is part of a newly renovated manor house and functions as an office for professionals. Well-behaved and classy tenants only (ideally, working professionals)  The duplex flat is fully furnished with a double bed. It has a kitchen, separate toilet and bathroom.  Included: - sheets & linnen - cleaning service. - washing machine Optional: - breakfast (€20) - office supplies  The space Beautiful, roomy duplex flat in a newly renovated manor house. It's well isolated and spacious.  Other things to note Quiet location, 250 m away from railway station St Pieters Gent, owner easily accessible,",Luxurious duplex flat,220954208
29370078, ,Master Bedroom in Penthouse near historic centre,57750582
29606833,"Well situated and quiet studio, with terrace & airconditioning, just 200m across Gent-Dampoort railway station, Flixbus and Eurolines, and possible free parking on the station's parking lot.  Gent-Dampoort is the railway station, closest to the city centre, (1km) and has direct trains to Antwerp, Bruges, Kortrijk, Lille Flanders (France), Ypres, and the coastal cities  Ostend and De Panne. Weekdays direct train to Brussels at 07h47…  Very easy for city-trips to these cities.  Gay friendly.  The space Completely renovated & airconditioned belle-étage floor in an old Town House. Everything you need for overnight, or longer stays. We like to keep the place clean, however a cat sometimes might slip in while we're cleaning… So maybe best not to be booked by people with a cat allergy.  With corona, all towels and bed-linnen are washed at 60 degrees. The airco also has a Flash Streamer function, which is always turne",La bellétage,1203507
29729809,"Your room is located on the first floor ands has two big windows. Next to your room is a shared bathroom. On the same floor is also a separate toilet. We offer you clean sheets, towels, hairdryer, central heating, wifi. tea, coffee, water etc. We only live 1.2 km from the city. There is a bus not so far walking which goes to the centre. Just around the corner, we have a bakery and a supermarket. it is also possbile to check in earlier and leave your luggage in our house. Welcome!  Guest access Your room, bathroom, toilet",Big room in a house near to the city with  terrace,44363476
29843315,"This cosy condo includes the entire 2nd floor of our own home, a beautiful 19th century town house, right in the old centre of Ghent. It is perfect for a couple who seeks a comfortable getaway within walking distance of all the city's highlights.  The space The apartment includes a spacious bedroom and living room, a fully equipped kitchen and a separate bathroom.",Stylish condo in 19th century town house,14893942
29871237,"Dit volledig vernieuwd huisje bevindt zich in het centrum van Gent. Op wandelafstand van alle bezienswaardigheden maar toch heel rustig gelegen. Het gehele huis is voor u beschikbaar. Het huisje heeft een stadstuintje, keuken, badkamer, slaapkamer, living, apart toilet en ingang.  The space A very romantic cosy house in a small street. The street is very quiet although it is in the city center. When you come in the house the toilet is in front of you. If you go left you are in the living room that has a comfortable sleeping/sitting sofa. Also a table with chairs for 5 people make it cosy in front of the heater. To the right you have a stair to the bedroom. If you walk further in the living room  you have a kitchen with the bathroom on the left and a window door to the garden.  Guest access All rooms  of the house are yours",Romantic 17th century workers house + free parking,147323902
29919271,"Skyline Flats is located just outside the historical city, with a fantastic view over its historical towers. The trainstation is at only 5min walk. Underground parking available on site (paying service). The perfect spot to discover the city.  The space Our two-bedroom apartments boast all the comfort that you need during your stay in Ghent.  Guest access There is a laundry room with a laundry machine and dryer located on the ground floor and free to use as guest.",Skyline Flats Gent - The perfect spot to discover Gent,224953054
29936489,"City Center of Ghent Zuid, next to bus & tram station. Green view on the 'Zuid Park' & 'The Capitole'. Price by night for 2 persons in a double bedroom.",Private parking & next to bus/tram in Centre Ghent,113153295
30033166,"Spacious, bright and green architect's house with secluded garden in calm and green residential area on a stone throw from Ghent city centre. Private parking space, highly equipped kitchen, 1 bedroom, 1 bathrooms, office space, reading nooks and plenty of light to have a relaxing holiday or creative getaway. Conveniently located close to the highway to Bruges (30mins), Antwerp, Brussels, Seaside, France,  Netherlands (45mins).  The space Our home is very spacious and can accommodate up to 2 guests. We have a master bedroom with a kingsize double bed. The kitchen has all the necessary amenities. We love to cook so every possible kitchen utensil is available. The living room includes a big dining table a large sofa and TV. Windows from floor to ceiling offer a direct access to the garden. On a warm day, you can just slide the doors open and enjoy your 'inside-outside' living room. If you would like to get some work done, we have a bright and spacious office at your ",Spacious and green architect's house,5889470
30152054,"A  well-facilitated, bright room with parkview for a solo guest. Located close to Gent-Dampoort train, and bus stations, which is located most nearby the historical center and is only 10 minutes walking from my house. From my house to the historical center takes about 20 minutes. Supermarkets and a few bars & lunch places nearby. Also available for longer stays: inform yourself for more details in case. Extra measures are taken for a corona-safe environment. Looking forward to welcoming you :)  The space The room is placed on the first floor of the house. Charming wooden floor, compact but practical desk area with free tea & coffee facilities as well as a seating area. There are two WC's, and one bathroom in the house, that are placed on the ground and in the basement floors. ***The room has a lock from inside of the room***  Guest access The bedroom is private for you. I wish to indicate that there are no locks on the doors inside the h",A room with parkview for a solo guest,47388258
30217010,"'EGO' is een ruime suite van 40 vierkante meter onder het 17 eeuws gebinte van ons oud begijnhuis.Het bad staat vrij in de ruimte, leuk voor een gezellige babbel met de partner of vriendin.","Privékamer in bed & breakfast   B&B DOOR10, suite ' EGO' top under the roof!",27590237
30217307,"Welkom in DoOr10, welkom in ons hart! De tweepersoonskamer is een oase van rust, gelegen in het oud begijnhof St- Elisabeth, een erkend stadsgezicht op 10' wandelen van het historisch en bruisend Gent!","B&B DOOR10. 'ALTER', om je thuis te voelen!",27590237
30370768,In deze studio te Gent kan je genieten van alle luxe. Een ruime badkamer en keuken staan volledig ter uwe beschikking.,Studio voorhaven Gent,228019929
30387663,"Welcome to Residence George, where classic urban design meets spacious floor plans. This bright, airy and sunny apartment with atmospheric décor and tasteful design furniture is located in the very center of Ghent. Residence George is a modern 3-bedroom apartment, a few steps from the Christmas Market, at two minutes walking from the Graslei and very close to the famous tourist sights. Restaurants and shops can be found in the immediate vicinity.  The space The apartment is on the 1st floor of a beautiful mansion dating from the mid 19th century. It was designed by a famous Belgian architect who put together the initial plans for an estate with a mirrored ballroom. The building was completely renovated and equipped according to modern standards, including an elevator. Our apartment offers pleasant living spaces for families, professionals, groups of friends and couples, who want to spend some time in the historic medieval city of Gent. All the rooms have nice oak ",In the heart of the Historic Center!,1416398
30390976,"Spacious, bright house with large private garden located in a quiet neighbourhood, suitable for up to 4 adults with children. Less than 3km from the historical center of Ghent. Easy to reach by public transport or by bike. Parking in the street is for free. Ideal for families with children or couples traveling together. Via the R4 (Ringroad) you can reach the E17 or E40-highway very quick, towards the coast, Kortrijk, Bruges, Antwerp or Brussels.  The space The house was recently renovated and has all the comfort, with large bright rooms.  Downstairs is the entrance hall, toilet, open kitchen with dining and seating area, everything with underfloor heating. In addition, a spacious desk and play area.  The open kitchen overlooks the spacious terrace and the large garden (100 meters deep!). Play house, trampoline and playroom in abundance! For the adults it is wonderful to stay on the terrace, have a barbecue or enjoy a drink at a crack",Spacious house with large garden close to center,49238888
30401476,"Hi everyone,   I'm an architect from Ghent and because I'm traveling a lot for work ( and sometimes for pleasure ) I am putting my loft in the center of Ghent for rent.   I have lots op personal stuff in my apartment so it's important for me that people have respect for the place.   The Loft is really big and open. However the 'rooms' can be separated by the high sliding doors. there is a lot of light and the high ceilings make the place look bigger.  The space as described the place is big and open. There is a big bedroom with a double bed for two persons. next to the bedroom there is a bathroom with a big shower.   The living room catches a lot of daylight and has a big sofa where two people can sleep on.   Next to the living room there is a big and fully equipped kitchen. ( dishwasher, oven, microwave,...)   The toilet is separated from the  bathroom and is near the entrance of the apartment.  <br",Luxury apartment in the historic centre of Ghent,226860053
30454162,"De studio is enkele maanden geleden  nieuw ingericht met privé badkamer en eigen uitgeruste keuken. De privé badkamer bestaat uit douche, wastafel en toilet. De keuken is uitgerust met 4 kookplaten, een Nespresso koffiezetapparaat en een waterkoker.   Toegang naar studio via gedeelde inkom en  trap.   Er zijn fietsen gratis beschikbaar. De tramhalte naar het centrum en naar het Sint-Pieters station bevindt zich op een 150-tal meter .  Er is een gratis parkeerplaats in open overdekte garage.  The space De studio is 100% beschikbaar voor de gasten. Er is koffie, thee, water en fruitsap aanwezig.  In de keuken is alles voorzien om een eigen maaltijd te bereiden. In de slaapkamer is er een 2-persoonsbed (160 x 200 cm)  Guest access In de zomermaanden kan men gebruik maken van ons zonnig groen stadstuintje, ingericht met 2 terrasjes.  Other things to note De stu",Studio op 10 minuten van centrum Gent.,60093232
30464035,"Cosy house close to Ghent's city center. 5 minute walk to shops, resto and park. Tram to city center nearby. Calm and friendly neighbourhood.   You can live in our house while we are on holiday. Important notice: please only choose our place if you are ok with taking care of our cat!! Our cat is the best cat on the planet by the way.  We prepare our guest room for you and you can use the entire house (but we keep our own bedroom for ourselves ;-) )  The space Living room with sofa and tv Eating space Kitchen Toilet Terrace in the sun and cosy city garden Bathroom with shower and bath tub Bedroom with double bed  Other things to note If you want to stay at our place, please keep in mind that we have a cat that’ll need food and love  (btw: she is the best!!)",Sophie's house WITH CATSITTING,15430806
30546378,"This spacious luxury apartment is perfect to discover the beautiful city of Ghent, it is close to the city center and it has easy access to big road and is situated in a quiet neighborhood that allows you to relax.  Have a cup of coffee on the balcony, while watching the bikers passing by or enjoying the view of the canal!   Within 2 km you have all the landmarks that Medieval Ghent has to offer; Graslei, Korenmarkt, the castle of counts, St Bavo's Cathedral, the Design museum and much more.  Guest access The apartment is completely private.",Bright and modern apartment with canal view,229193277
30654297,"Charming recently renovated studio with wooden floors and high ceilings. Located on a quiet corner, 5m walk from the centre of town.  FREE BREAKFAST included (coffee, juice, croissant) in the coffee house below.  Flexible self check- in after 3pm.  Bicycle storage available in the ground floor garage, underground public car park nearby (150m). 20m from the central train station, the perfect base to explore Gent and other cities!!  The space It's a private studio. No access to other spaces in the building, except of course, to the coffee house.","'The Jungle' Studio, free Coffeehouse Breakfast",22195789
30703224,"A beautiful  3 bedroom house in the heart of the city centre with living room and courtyard to share with one person . Walking distance to  all the main attractions and  to the city centre. 2m walk to the supermarket!! Street parking available .  The space 2 toilets ,bad,shower. Towels and shampoo provided to all guests.  Guest access Guests can access to whole parts of the house including kitchen, living and  Balcony!  Other things to note We are following the Corona  requirements. Sanitizers  are available in the house. We are cleaning the house based on the Corona measurements for the hotels.",3 bedroom house with 2 double beds for 4 persons,79973936
30731985,"Embrace the unique charm of this meticulously appointed home. The flat features a stripped-down aesthetic, rustic furnishings, eclectic decor, pops of color, an open-plan layout, and floor-to-ceiling sliding glass doors leading outside. There is also a private infrared sauna in the building (Health mate). The sauna is not included in the room price. For prices and reservation see more details on the pamphlet in the apartment.",Industrial Minimalist Apartment with Terrace,147323902
30812042,"Recently renovated apartment with fully equipped kitchen, spacious living room, spacious bedroom with double bed and desk area. The apartment is located in a lively area near the Ghent Sint Pieters Station, Citadel Park and on 20 minutes walk from historical Ghent city center, direct tram towards old city center (6 minutes). The apartment is ideal for anyone coming with the train and or car.  The space The apartment has several rooms (living room, kitchen, seperate bedroom, bathroom with bath, separate toilet). It is a spacious, contemporary and very neat apartment with everything you need to have a comfortable stay. Wifi, digital TV, etc included,  Ideal for longer period stays.  Guest access The apartment is privately rented to the guests and is entirely accessible.",Apartment Ghent,123414579
30930573,"The house is cosy, quiet and at a 10 minutes bus or bike ride from the city center of Ghent.",Cosy town house near Ghent,91527364
31071336,"This room is our birds' nest, a perfect mix of modernity and minimalism, coziness under the roof and elegance in marbled showers. The best experience is the most breathtaking views of Ghent's churches and historical buildings. The room features a queen-sized bed with 4 pillows (feather and microfiber) and very soft linen, a great shower with liquid soap, shampoo and conditioner, separate toilet, a coffee / tea maker and free WiFi.  The space This room is our birds' nest, a perfect mix of modernity and minimalism, coziness under the roof and elegance in marbled showers. The best experience is the most breathtaking views of Ghent's churches and historical buildings. The room features a queen-sized bed with 4 pillows (feather and microfiber) and very soft linen, a great shower with liquid soap, shampoo and conditioner, separate toilet, a coffee / tea maker and free WiFi.",A Flemish Tale - Our Bird's Nest,232120143
31080228,"Ons huis bevindt zich vlak aan het centrum.  Heel gemakkelijk te bereiken met het openbaar vervoer. Tram 1 rijdt van het Sint-Pietersstation en naar het centrum.  Het is ons eigen huis, waar we met ons 6 in wonen, en dat we graag open stellen voor andere gezinnen die Gent willen leren kennen.  Je kan gebruik maken van alles wat hier in huis is, natuurlijk met respect voor alles.  The space We wonen zelf in dit huis. Dus alles wat ongeveer nodig is, is aanwezig. Je kan hier koken, wassen en ontspannen.  Guest access Tot alle.",Grote gezinswoning in Gent. Spacious familyhouse.,118466093
31081696,"Spacious room with kingsize bed and fully equiped bathroom. The house is a 5 minutes walk from Gent Dampoort Railway Station. The flixbus also stops there. Outside the Lez-zone, so no problem if u come by car.  10 minutes walk to the historical city center.  The space Spacious room with kingsize bed and fully equiped bathroom. The house is a 5 minutes walk from Gent Dampoort Railway Station. The flixbus also stops there there. Outside the Lez-zone, so no problem if u come by car.  10 minutes walk to the historici city center.  Guest access Spacious room with kingsize bed and fully equiped bathroom. The house is a 5 minutes walk from Gent Dampoort Railway Station. The flixbus also stops there there. Outside the Lez-zone, so no problem if u come by car.  10 minutes walk to the historici city center.","Ghent, 10 minutes walk to the city center",232212401
31140289,"Ruim appartement met heel veel lichtinval en groot terras in  het centum van Gent. Alle bezienswaardigheden, bars, restaurants en winkels op loopafstand. Makkelijk te bereiken via de ring van Gent. Gratis parking. 1 slaapkamer met dubbel bed, badkamer met bad, douche en toilet. Extra toilet in de hal. Sfeervol ingericht. WIFI",Sfeervolle flat in hartje Gent met gratis parking,46127163
31271368,"Totally renovated romantic ground floor apartment with a lovely patio in Ghent with 3 double bedrooms foreseen of all luxury to have a perfect stay. The house has a typical facade, high ceilings and is completely decorated. The historical center is only a 10 min walk. Public transport is just in front of the property.  The space Dit huis dateert van de 18 e eeuw en is net volledig gerenoveerd. Alle details zoals de hoge plafonds, moluren en rozetten zijn perfect gerestaureerd waardoor de  authentieke aspecten volledig bewaard gebleven zijn. De keuken en de leefruimte is hedendaags ingericht met alles erop en eraan. De master bedroom beneden is prachtig !Iedere ruimte is sfeervol aangekleed met artistieke fotografie. Buiten in de patio komt u zeker volledig tot rust. Dit alles op wandelafstand (10 min) van het historische centrum. Parkeren is mogelijk in de straten rondom de woning. Dit is een unieke woning in het centrum van Gent!!  Other things to no",Authentic city house with a lovely patio,154480666
31286883,"If you are looking for a short time stay in Ghent, 'SUITE CESAR' is the ideal place for you!  Situated in the Tinnenpotstraat, 400m from the Gravensteen Castle, our bright studio will be your cosy cocoon in the heart of the city.  We provide you a fully furnished, modern and affordable studio with room up to 2 people. It's perfect for couples or solo travelers!  Also as a base for a visit to Bruges, Antwerp or Brussels our location can be an added value!  The space We provide you a fully furnished, modern and affordable studio with room up to 2 people in the historical centre of the city, near The Castle of the Counts (Gravensteen).  Other things to note The city tax of 2,83 euro per person per night is not included in the price.",Stylish Studio 'Suite César' in the heart of Ghent,187300878
31302882,"Skyline Flats is located just outside the historical city, with a fantastic view over its historical towers. The trainstation is at only 5min walk. Underground parking available on site (paying service). The perfect spot to discover the city.",Skyline flat deluxe appartment,224953054
31336743,"Cozy roof attic, recently renovated.  Some quotes from previous guests:  ""Great living room on the top floor with a beamer to watch movies. Nice place to come home to after busy days in town! "" ""The house was nice. Jealous I could not live there."" ""This is a very stylish, clean and comfortable house where you can find everything you need and even more.""  The space The room has a beamer, perfect for movie nights. The room has no closed door.  Guest access The bathroom and toilet are on the ground floor.  The kitchen is on the first floor.  The roof attic is all yours.",Cosy roof attic,32522704
31358573,"The studio is located in a quiet neighbourhood about 4 kilometers away from the city centre of Ghent.   We have FREE & SECURED parking for your car. ♡ There is a tramline just around the corner that goes straight to the city centre. (+- 20 minutes) We also have a green bike trail that takes you to the centre in 12 minutes. We have 2 city bikes that you can use to explore the city of Ghent. Come relax in our green studio and enjoy the beautiful city of Ghent and its surroundings.♡  The space The studio is located on the first floor of our house. (Private!)  It has an open kitchen, sitting area, double bed, freestanding bathtub in the room, private bathroom with toilet and shower.  The kitchen has everything you need to provide your own meals. (herbs, oven, fridge, freezer, ..) and a coffee machine.   In de studio we have a flatscreen TV with cable television and chromecast.  Also a music installation with bluetooth.",Cosy Green Studio Ghent + two bikes + outside pool,36635563
31406655,"A great hideout place, just around the corner of St Bavo's Abbey and Portus Ganda.  Spacious and bright townhouse with 4 floors a cosy garden and a   sunny rooftop terrace overlooking the tower of the Belfry. Accommodating up to 5 persons, this historic house is perfectly suited for families with kids. The location is supercentral and everything this beautiful city has to offer is within walking distance. Build in 1873, as a hotel, this townhouse has kept all of it's beautiful features.",Casa Mata - City Centre Ghent,142680340
31509691,Guest access Access to the room and the shared bath room  Other things to note The check in on Friday is only possible from 18:00h. On Saturday and Sunday the check is possible earlier.,Spacious quiet room - close to the city centre,9609237
31527090,"You are very welcome at my cosy little house in the backyard. It's completely private and has its own green terrace to enjoy the long summer nights. It's perfectly located to discover the city center (only a 5 min walk). In the neighbourhood there are musea, restaurants, bars, shop, supermarkets...  Tourist tax (€ 3.40 / person / night) is included in the rental price for bookings made after June 18, 2019.",Cosy little house near city center,236258668
31553434,"- Trendy and tastefully furnished apartment  - No young groups of friends/students allowed, min. age 25 - within 5 min. walking distance from the historical center and hotspots of Ghent, in a lively yet quiet neighborhood - The apartment is equipped with all modern comfort - Wifi and TV available with Chromecast, Spotify, Netflix, Prime and Disney + - There are also 2 bedrooms and a bathroom with shower - You will be able to self check-in yourself upon arrival  The space There is a spacious seating area, dining area and an open kitchen. There are also 2 bedrooms and a bathroom with shower. Free wifi is available in the full accommodation. As this is a child friendly apartment we provide a baby cot and chair.",Trendy apartment in the historical center,236499017
31897289,"We offer you a fully equipped studio in a townhouse close to the main railway station and the historical center (20 min. walk). Double bed, kitchen , sitting area, en-suite bathroom with shower and  toilet. The house garden is also at your disposal. In the neighbourhood you will find restaurants ,bars , supermarkets and bakeries.   There are two parks within walking distance, perfect for a picknick.  Public transport to the city center with tram 4 (5 min. walk).  The space In the kitchen you can prepare a meal there is a microwave , refrigerator , coffee machine and cooker.  Baby bed available (up to 2 years), please mention by booking if you want to use it.  In the studio is no door between the bathroom with toilet and the rest of the room (cfr. Photos).  Guest access The garden is at your disposal.  Other things to note We have a cat, Rocky. It's possible you meet him i",Studio in townhouse close to historical center,239101801
31966965,Kleine vakantiewoning met grote tuin en zicht op de natuurgebied gelegen op Assels (Drongen) vlakbij de oude Leie tss Gent en Sint-Martens-Latem  The space Kleine vakantiewoning met grote tuin en zicht op de velden  Guest access volledige vakantiewoning,Casolare Bonifant,63921891
32037950,"Modern ruim appartement in het oude centrum van Gent, vlakbij alle historische gebouwen en musea en winkels. Indien gewenst speelhoek en speelgoed voor kinderen. 2 katten aanwezig   You'll love this place, because it's spacious and quiet and located right in the city centre.  The space The apartment is recently refurbished. There is a cozy bedroom with wardrobe, a living room with couch , a fully equipped kitchen and a bathroom.  My place is good for couples, solo adventurers, business travelers and families (with kids).  Other things to note There are two cats in the appartment, we will come every two days to take care ,feed them and give the plants water.",n het oude centrum van Gent,4739451
32184650,"Lovely 1 bedroom apartment right in the city center of Ghent with a view of the Opera house.  Located at 250m from the historical center of Ghent and a 15 minute walk from the central station. Below the apartment is a charming breakfast place.  The space The apartment is located right in the city center right across the Opera of Ghent! It is easily accessible with public transport. If you walk 2 minutes through the shopping street you will find yourself standing between 2 of the iconic church towers of Ghent.  Guest access The whole apartment is yours! You will have access to a spacious living room with a nice couch, and lots of light. There is also a big table where you can work or have breakfast. There is a Bluetooth speaker if you like to have some background music. Furthermore there is a nice 2 person bed, a separate toilet and a nice kitchen where you can prepare some basic recipes.   PS: don't forget to check the fridge for a ",Lovely apartment at the Opera House,110630447
32330005,"Bright and sunny 45m2 room with private bathroom and a view over the river. The room is situated on the second floor of an 19th century townhouse by the river. Very quiet street in walking distance of the historical center of Ghent. I also live in this townhouse. You share the kitchen, toilet and terrace with me.  The space 45m2 studio with private bathroom, bedroom, seating area, desk space and lot's of art and design objects.  Guest access You have total privacy in your room. The kitchen, toilet and terrace are shared with me.",Bright studio -  private bathroom and river view,3413491
32354302,"This is a newly renovated corner apartment in the historic centre of Ghent. The spacious two floor app with tons of light is situated above one of the nicest coffee bars of Belgium, it’s the perfect spot to start your day. FREE BREAKFAST (coffee, juice, croissant) every morning!! Flexible self check- in after 3pm.  Bicycle storage available in the ground floor garage, underground public car park nearby (150m). 20m from the central train station, the perfect base to explore Gent and other cities!  The space You enter this recently renovated apartment through the garage. There are stairs to the first. At the first floor there is an other door with key lock. The stairs behind this door lead to the actual apartment.   At the second floor you can find the living room with high quality sound system and television and quite a basic kitchen. Fridge, microwave / oven and dishwasher are available. It’s a nice, welcoming, open space with tons of daylight.","Central Classy App 4p, free Coffeehouse Breakfast",22195789
